id,created_at,price,product_id,updated_at
15090,2019-07-01 01:54:20.694000,"129,90",10709,2019-07-01 01:54:20.694000
15091,2019-07-01 01:54:20.995000,"2.699,90",10094,2019-07-01 01:54:20.995000
15092,2019-07-01 01:55:27.498000,"1.158,00",7260,2019-07-01 01:55:27.498000
15093,2019-07-01 01:55:31.662000,"379,91",11749,2019-07-01 01:55:31.662000
15094,2019-07-01 01:56:24.949000,"1.699,99",17465,2019-07-01 01:56:24.949000
15095,2019-07-01 01:56:42.166000,"54,90",14982,2019-07-01 01:56:42.166000
15096,2019-07-01 01:56:54.487000,"105,90",10092,2019-07-01 01:56:54.487000
15097,2019-07-01 01:57:33.642000,"299,90",11399,2019-07-01 01:57:33.642000
15098,2019-07-01 01:57:41.611000,"219,90",17280,2019-07-01 01:57:41.611000
15099,2019-07-01 01:57:49.114000,"359,90",10558,2019-07-01 01:57:49.114000
15100,2019-07-01 01:58:35.890000,"1.946,55",12054,2019-07-01 01:58:35.890000
15101,2019-07-01 01:58:55.373000,"413,91",11087,2019-07-01 01:58:55.373000
15102,2019-07-01 01:59:12.582000,"2.199,00",6978,2019-07-01 01:59:12.582000
15103,2019-07-01 01:59:23.464000,"24,90",14904,2019-07-01 01:59:23.464000
15104,2019-07-01 01:59:28.773000,"2.199,00",13207,2019-07-01 01:59:28.773000
15105,2019-07-01 01:59:45.926000,"219,15",12220,2019-07-01 01:59:45.926000
15106,2019-07-01 01:59:53.557000,"1.946,55",12054,2019-07-01 01:59:53.557000
15107,2019-07-01 02:00:05.757000,"386,91",11091,2019-07-01 02:00:05.757000
15108,2019-07-01 02:00:07.846000,"246,91",11364,2019-07-01 02:00:07.846000
15109,2019-07-01 02:00:37.556000,"7,99",16220,2019-07-01 02:00:37.556000
15110,2019-07-01 02:00:57.285000,"389,90",10572,2019-07-01 02:00:57.285000
15111,2019-07-01 02:01:04.752000,"309,90",17263,2019-07-01 02:01:04.752000
15112,2019-07-01 02:01:57.076000,"39,90",19005,2019-07-01 02:01:57.076000
15113,2019-07-01 02:02:21.976000,"42,99",9266,2019-07-01 02:02:21.976000
15114,2019-07-01 02:05:41.367000,"1.689,90",17241,2019-07-01 02:05:41.367000
15115,2019-07-01 02:06:40.826000,"21,90",14894,2019-07-01 02:06:40.826000
15116,2019-07-01 02:06:41.750000,"2.680,51",13365,2019-07-01 02:06:41.750000
15117,2019-07-01 02:07:10.906000,"309,90",17263,2019-07-01 02:07:10.906000
15118,2019-07-01 02:07:45.017000,"21,90",14894,2019-07-01 02:07:45.017000
15119,2019-07-01 02:07:56.410000,"54,90",15212,2019-07-01 02:07:56.410000
15120,2019-07-01 02:08:16,"899,90",17329,2019-07-01 02:08:16
15121,2019-07-01 02:08:21.330000,"129,90",17087,2019-07-01 02:08:21.330000
15122,2019-07-01 02:11:32.766000,"219,90",17280,2019-07-01 02:11:32.766000
15123,2019-07-01 02:12:32.298000,"2.699,90",10094,2019-07-01 02:12:32.298000
15124,2019-07-01 02:13:38.594000,"210,90",12501,2019-07-01 02:13:38.594000
15125,2019-07-01 02:14:40.825000,"54,90",14964,2019-07-01 02:14:40.825000
15126,2019-07-01 02:15:22.742000,"389,90",11089,2019-07-01 02:15:22.742000
15127,2019-07-01 02:20:13.588000,"7,99",16220,2019-07-01 02:20:13.588000
15128,2019-07-01 02:22:11.450000,"911,62",11320,2019-07-01 02:22:11.450000
15129,2019-07-01 02:26:24.345000,"289,90",17230,2019-07-01 02:26:24.345000
15130,2019-07-01 02:27:50.461000,"278,91",11109,2019-07-01 02:27:50.461000
15131,2019-07-01 02:29:38.197000,"342,90",12943,2019-07-01 02:29:38.197000
15132,2019-07-01 02:30:32.352000,"2.680,51",13365,2019-07-01 02:30:32.352000
15133,2019-07-01 02:33:58.072000,"94,90",16996,2019-07-01 02:33:58.072000
15134,2019-07-01 02:35:08.019000,"899,90",17329,2019-07-01 02:35:08.019000
15135,2019-07-01 02:35:55.411000,"399,90",18912,2019-07-01 02:35:55.411000
15136,2019-07-01 02:39:27.863000,"12,30",15132,2019-07-01 02:39:27.863000
15137,2019-07-01 02:42:35.860000,"120,90",9738,2019-07-01 02:42:35.860000
15138,2019-07-01 02:44:00.084000,"2.446,75",13490,2019-07-01 02:44:00.084000
15139,2019-07-01 02:50:22.751000,"269,90",17331,2019-07-01 02:50:22.751000
15140,2019-07-01 02:50:26.230000,"219,90",9213,2019-07-01 02:50:26.230000
15141,2019-07-01 02:50:51.913000,"399,90",18912,2019-07-01 02:50:51.913000
15142,2019-07-01 02:50:55.189000,"911,62",11334,2019-07-01 02:50:55.189000
15143,2019-07-01 02:51:04.383000,"342,90",12943,2019-07-01 02:51:04.383000
15144,2019-07-01 02:51:21.306000,"899,90",17329,2019-07-01 02:51:21.306000
15145,2019-07-01 02:58:03.283000,"579,90",16896,2019-07-01 02:58:03.283000
15146,2019-07-01 02:58:41.244000,"6.029,91",18190,2019-07-01 02:58:41.244000
15147,2019-07-01 02:59:12.809000,"638,72",16904,2019-07-01 02:59:12.809000
15148,2019-07-01 03:00:21.640000,"95,90",16918,2019-07-01 03:00:21.640000
15149,2019-07-01 03:03:07.298000,"911,62",11320,2019-07-01 03:03:07.298000
15150,2019-07-01 03:04:19.201000,"82,90",16939,2019-07-01 03:04:19.201000
15151,2019-07-01 03:11:26.774000,"638,72",16904,2019-07-01 03:11:26.774000
15152,2019-07-01 03:12:18.188000,"82,90",16888,2019-07-01 03:12:18.188000
15153,2019-07-01 03:15:50.622000,"2.699,90",10094,2019-07-01 03:15:50.622000
15154,2019-07-01 03:23:18.796000,"159,90",17280,2019-07-01 03:23:18.796000
15155,2019-07-01 03:23:43.094000,"53,99",15122,2019-07-01 03:23:43.094000
15156,2019-07-01 03:27:01.158000,"289,90",17263,2019-07-01 03:27:01.158000
15157,2019-07-01 03:29:25.778000,"2.299,00",13273,2019-07-01 03:29:25.778000
15158,2019-07-01 03:33:28.266000,"289,90",17263,2019-07-01 03:33:28.266000
15159,2019-07-01 03:34:25.982000,"269,90",17331,2019-07-01 03:34:25.982000
15160,2019-07-01 03:37:50.981000,"159,90",17280,2019-07-01 03:37:50.981000
15161,2019-07-01 03:38:16.142000,"2.099,00",18504,2019-07-01 03:38:16.142000
15162,2019-07-01 03:40:13.879000,"2.099,00",18504,2019-07-01 03:40:13.879000
15163,2019-07-01 03:56:18.735000,"49,90",18270,2019-07-01 03:56:18.735000
15164,2019-07-01 04:00:20.031000,"33,99",15731,2019-07-01 04:00:20.031000
15165,2019-07-01 04:07:44.132000,"53,99",15044,2019-07-01 04:07:44.132000
15166,2019-07-01 04:15:38.107000,"49,90",18270,2019-07-01 04:15:38.107000
15167,2019-07-01 04:16:56.814000,"34,49",15236,2019-07-01 04:16:56.814000
15168,2019-07-01 04:18:57.204000,"2.099,00",18504,2019-07-01 04:18:57.204000
15169,2019-07-01 04:40:00.029000,"2.099,00",18504,2019-07-01 04:40:00.029000
15170,2019-07-01 04:51:31.448000,"73,90",8387,2019-07-01 04:51:31.448000
15171,2019-07-01 04:55:24.460000,"2,69",16801,2019-07-01 04:55:24.460000
15172,2019-07-01 04:57:10.115000,"2,69",16801,2019-07-01 04:57:10.115000
15173,2019-07-01 04:57:34.748000,"11,90",16179,2019-07-01 04:57:34.748000
15174,2019-07-01 04:58:04.477000,"34,49",15236,2019-07-01 04:58:04.477000
15175,2019-07-01 05:03:18.769000,"1.869,90",10312,2019-07-01 05:03:18.769000
15176,2019-07-01 05:09:30.882000,"11,90",16179,2019-07-01 05:09:30.882000
15177,2019-07-01 05:10:10.994000,"10,90",15707,2019-07-01 05:10:10.994000
15178,2019-07-01 05:22:30.368000,"94,90",11165,2019-07-01 05:22:30.368000
15179,2019-07-01 05:50:35.263000,"3.999,00",6931,2019-07-01 05:50:35.263000
15180,2019-07-01 05:56:30.614000,"1.799,90",13659,2019-07-01 05:56:30.614000
15181,2019-07-01 05:57:12.415000,"1.249,90",10314,2019-07-01 05:57:12.415000
15182,2019-07-01 05:58:43.850000,"3.999,00",6931,2019-07-01 05:58:43.850000
15183,2019-07-01 06:09:41.441000,"214,90",11480,2019-07-01 06:09:41.441000
15184,2019-07-01 06:11:47.875000,"1.349,00",18893,2019-07-01 06:11:47.875000
15185,2019-07-01 06:19:50.029000,"3.999,00",6931,2019-07-01 06:19:50.029000
15186,2019-07-01 06:21:41.316000,"1.220,00",11293,2019-07-01 06:21:41.316000
15187,2019-07-01 06:29:15.388000,"1.682,91",10312,2019-07-01 06:29:15.388000
15188,2019-07-01 06:34:55.516000,"1.220,00",11293,2019-07-01 06:34:55.516000
15189,2019-07-01 06:42:43.384000,"3.999,00",6931,2019-07-01 06:42:43.384000
15190,2019-07-01 06:50:54.735000,"15,04",14427,2019-07-01 06:50:54.735000
15191,2019-07-01 07:04:24.680000,"79,90",11807,2019-07-01 07:04:24.680000
15192,2019-07-01 07:16:04.324000,"6.299,91",10330,2019-07-01 07:16:04.324000
15193,2019-07-01 07:19:31.990000,"3.818,90",12977,2019-07-01 07:19:31.990000
15194,2019-07-01 07:21:21.753000,"1.619,91",13659,2019-07-01 07:21:21.753000
15195,2019-07-01 07:22:36.521000,"1.124,91",10314,2019-07-01 07:22:36.521000
15196,2019-07-01 07:24:37.033000,"219,99",16891,2019-07-01 07:24:37.033000
15197,2019-07-01 07:25:32.987000,"6.299,91",10311,2019-07-01 07:25:32.987000
15198,2019-07-01 07:26:28.249000,"313,41",8006,2019-07-01 07:26:28.249000
15199,2019-07-01 07:29:07.099000,"15,04",14352,2019-07-01 07:29:07.099000
15200,2019-07-01 07:34:47.615000,"204,16",11480,2019-07-01 07:34:47.615000
15201,2019-07-01 07:42:07.112000,"398,91",7962,2019-07-01 07:42:07.112000
15202,2019-07-01 07:43:22.515000,"999,00",12386,2019-07-01 07:43:22.515000
15203,2019-07-01 07:43:55.980000,"2.429,10",10287,2019-07-01 07:43:55.980000
15204,2019-07-01 07:47:04.826000,"2.929,00",11282,2019-07-01 07:47:04.826000
15205,2019-07-01 07:48:12.321000,"179,90",7850,2019-07-01 07:48:12.321000
15206,2019-07-01 07:49:29.276000,"179,90",7850,2019-07-01 07:49:29.276000
15207,2019-07-01 07:49:35.510000,"674,99",16898,2019-07-01 07:49:35.510000
15208,2019-07-01 07:50:15.021000,"1.499,90",11133,2019-07-01 07:50:15.021000
15209,2019-07-01 07:50:15.607000,"329,90",8004,2019-07-01 07:50:15.607000
15210,2019-07-01 07:51:06.385000,"999,00",12386,2019-07-01 07:51:06.385000
15211,2019-07-01 07:54:16.060000,"999,00",12386,2019-07-01 07:54:16.060000
15212,2019-07-01 07:58:07.003000,"999,00",12372,2019-07-01 07:58:07.003000
15213,2019-07-01 08:03:49.667000,"4.899,90",18180,2019-07-01 08:03:49.667000
15214,2019-07-01 08:05:37.058000,"429,90",11153,2019-07-01 08:05:37.058000
15215,2019-07-01 08:09:08.938000,"2.299,90",11112,2019-07-01 08:09:08.938000
15216,2019-07-01 08:11:11.424000,"429,90",11138,2019-07-01 08:11:11.424000
15217,2019-07-01 08:15:56.062000,"129,00",11964,2019-07-01 08:15:56.062000
15218,2019-07-01 08:17:14.085000,"899,99",16915,2019-07-01 08:17:14.085000
15219,2019-07-01 08:17:33.486000,"219,99",16891,2019-07-01 08:17:33.486000
15220,2019-07-01 08:20:57.291000,"629,00",11318,2019-07-01 08:20:57.291000
15221,2019-07-01 08:24:00.405000,"219,99",16905,2019-07-01 08:24:00.405000
15222,2019-07-01 08:26:43.008000,"6.299,91",10330,2019-07-01 08:26:43.008000
15223,2019-07-01 08:26:44.650000,"999,00",12372,2019-07-01 08:26:44.650000
15224,2019-07-01 08:26:56.323000,"313,41",8006,2019-07-01 08:26:56.323000
15225,2019-07-01 08:38:05.016000,"219,99",16914,2019-07-01 08:38:05.016000
15226,2019-07-01 08:42:23.418000,"1.499,90",11107,2019-07-01 08:42:23.418000
15227,2019-07-01 08:45:24.215000,"1.595,91",12059,2019-07-01 08:45:24.215000
15228,2019-07-01 08:46:25.239000,"1.449,00",11339,2019-07-01 08:46:25.239000
15229,2019-07-01 08:47:16.323000,"1.659,00",9777,2019-07-01 08:47:16.323000
15230,2019-07-01 08:51:08.951000,"1.499,90",12131,2019-07-01 08:51:08.951000
15231,2019-07-01 08:53:17.182000,"669,90",11995,2019-07-01 08:53:17.182000
15232,2019-07-01 08:53:32.955000,"2.999,90",18261,2019-07-01 08:53:32.955000
15233,2019-07-01 08:54:27.556000,"2.999,90",18261,2019-07-01 08:54:27.556000
15234,2019-07-01 08:57:43.727000,"1.999,90",12857,2019-07-01 08:57:43.727000
15235,2019-07-01 08:57:52.867000,"1.379,90",12708,2019-07-01 08:57:52.883000
15236,2019-07-01 09:02:45.309000,"149,90",16185,2019-07-01 09:02:45.309000
15237,2019-07-01 09:03:02.286000,"2.499,00",12047,2019-07-01 09:03:02.286000
15238,2019-07-01 09:08:40.351000,"177,90",17280,2019-07-01 09:08:40.351000
15239,2019-07-01 09:11:49.336000,"2.499,00",13231,2019-07-01 09:11:49.336000
15240,2019-07-01 09:12:37.454000,"599,00",11231,2019-07-01 09:12:37.454000
15241,2019-07-01 09:17:44.638000,"313,41",8004,2019-07-01 09:17:44.638000
15242,2019-07-01 09:23:34.793000,"2.899,00",11304,2019-07-01 09:23:34.793000
15243,2019-07-01 09:24:22.448000,"177,90",17280,2019-07-01 09:24:22.448000
15244,2019-07-01 09:26:21.193000,"284,90",16894,2019-07-01 09:26:21.193000
15245,2019-07-01 09:27:22.675000,"559,00",12128,2019-07-01 09:27:22.675000
15246,2019-07-01 09:29:02.824000,"619,90",7983,2019-07-01 09:29:02.824000
15247,2019-07-01 09:31:14.345000,"4.409,91",18180,2019-07-01 09:31:14.345000
15248,2019-07-01 09:31:49.031000,"809,00",11320,2019-07-01 09:31:49.031000
15249,2019-07-01 09:32:16.658000,"172,37",12343,2019-07-01 09:32:16.658000
15250,2019-07-01 09:32:50.145000,"1.999,90",12857,2019-07-01 09:32:50.145000
15251,2019-07-01 09:33:56.220000,"386,91",11153,2019-07-01 09:33:56.220000
15252,2019-07-01 09:34:49.819000,"4.489,00",12325,2019-07-01 09:34:49.819000
15253,2019-07-01 09:36:44.746000,"2.069,91",11112,2019-07-01 09:36:44.746000
15254,2019-07-01 09:38:21.686000,"649,90",17306,2019-07-01 09:38:21.686000
15255,2019-07-01 09:38:31.614000,"386,91",11138,2019-07-01 09:38:31.614000
15256,2019-07-01 09:38:55.719000,"1.249,90",10314,2019-07-01 09:38:55.719000
15257,2019-07-01 09:40:36.741000,"159,00",12107,2019-07-01 09:40:36.741000
15258,2019-07-01 09:41:38.756000,"649,90",17078,2019-07-01 09:41:38.756000
15259,2019-07-01 09:43:13.536000,"5.138,00",12704,2019-07-01 09:43:13.536000
15260,2019-07-01 09:45:03.561000,"1.929,00",12866,2019-07-01 09:45:03.561000
15261,2019-07-01 09:45:40.713000,"4.358,00",12615,2019-07-01 09:45:40.713000
15262,2019-07-01 09:47:42.618000,"1.559,00",10772,2019-07-01 09:47:42.618000
15263,2019-07-01 09:49:29.371000,"1.249,90",16908,2019-07-01 09:49:29.371000
15264,2019-07-01 09:49:43.006000,"3.699,00",12523,2019-07-01 09:49:43.006000
15265,2019-07-01 09:50:09.332000,"5.931,00",12695,2019-07-01 09:50:09.332000
15266,2019-07-01 09:50:56.474000,"149,90",16185,2019-07-01 09:50:56.474000
15267,2019-07-01 09:55:39.643000,"4.899,00",11027,2019-07-01 09:55:39.658000
15268,2019-07-01 09:59:51.906000,"649,90",17306,2019-07-01 09:59:51.906000
15269,2019-07-01 10:00:58.979000,"4.689,00",12385,2019-07-01 10:00:58.979000
15270,2019-07-01 10:01:05.650000,"1.929,00",12866,2019-07-01 10:01:05.650000
15271,2019-07-01 10:01:46.894000,"809,00",11334,2019-07-01 10:01:46.894000
15272,2019-07-01 10:02:22.073000,"559,00",12128,2019-07-01 10:02:22.073000
15273,2019-07-01 10:04:33.943000,"1.549,00",12457,2019-07-01 10:04:33.943000
15274,2019-07-01 10:08:12.826000,"1.249,90",16908,2019-07-01 10:08:12.826000
15275,2019-07-01 10:08:28.848000,"1.549,00",12457,2019-07-01 10:08:28.848000
15276,2019-07-01 10:08:53.954000,"359,90",17309,2019-07-01 10:08:53.954000
15277,2019-07-01 10:11:21.894000,"59,00",12878,2019-07-01 10:11:21.894000
15278,2019-07-01 10:12:20.576000,"1.249,90",16908,2019-07-01 10:12:20.576000
15279,2019-07-01 10:13:22.569000,"5.499,00",10593,2019-07-01 10:13:22.569000
15280,2019-07-01 10:13:52.376000,"599,00",11231,2019-07-01 10:13:52.376000
15281,2019-07-01 10:13:53.441000,"809,00",11320,2019-07-01 10:13:53.441000
15282,2019-07-01 10:14:02.320000,"649,90",17306,2019-07-01 10:14:02.320000
15283,2019-07-01 10:14:52.198000,"1.927,00",9777,2019-07-01 10:14:52.198000
15284,2019-07-01 10:15:39.282000,"1.124,91",10292,2019-07-01 10:15:39.282000
15285,2019-07-01 10:15:56.628000,"3.659,90",11217,2019-07-01 10:15:56.628000
15286,2019-07-01 10:18:08.558000,"1.424,91",12131,2019-07-01 10:18:08.558000
15287,2019-07-01 10:20:44.206000,"602,91",11995,2019-07-01 10:20:44.206000
15288,2019-07-01 10:21:10.492000,"2.699,91",18261,2019-07-01 10:21:10.492000
15289,2019-07-01 10:22:02.178000,"2.699,91",18261,2019-07-01 10:22:02.178000
15290,2019-07-01 10:23:41.131000,"649,90",17078,2019-07-01 10:23:41.131000
15291,2019-07-01 10:25:34.114000,"1.310,91",12708,2019-07-01 10:25:34.114000
15292,2019-07-01 10:26:27.413000,"539,90",17458,2019-07-01 10:26:27.413000
15293,2019-07-01 10:26:28.084000,"409,00",12527,2019-07-01 10:26:28.084000
15294,2019-07-01 10:28:26.952000,"1.799,00",11063,2019-07-01 10:28:26.952000
15295,2019-07-01 10:29:46.858000,"289,90",17144,2019-07-01 10:29:46.858000
15296,2019-07-01 10:29:56.538000,"809,00",11334,2019-07-01 10:29:56.538000
15297,2019-07-01 10:30:23.771000,"2.374,05",12047,2019-07-01 10:30:23.771000
15298,2019-07-01 10:30:46.699000,"40,17",9633,2019-07-01 10:30:46.699000
15299,2019-07-01 10:31:00.999000,"199,99",17246,2019-07-01 10:31:00.999000
15300,2019-07-01 10:32:30.170000,"4.899,00",11027,2019-07-01 10:32:30.170000
15301,2019-07-01 10:33:13.172000,"4.689,00",12385,2019-07-01 10:33:13.172000
15302,2019-07-01 10:36:33.237000,"199,99",17215,2019-07-01 10:36:33.237000
15303,2019-07-01 10:37:27.231000,"2.635,00",12991,2019-07-01 10:37:27.231000
15304,2019-07-01 10:37:58.230000,"119,90",11510,2019-07-01 10:37:58.230000
15305,2019-07-01 10:38:41.499000,"2.249,10",13231,2019-07-01 10:38:41.499000
15306,2019-07-01 10:39:07.844000,"199,99",17246,2019-07-01 10:39:07.844000
15307,2019-07-01 10:39:41.727000,"1.179,90",13317,2019-07-01 10:39:41.727000
15308,2019-07-01 10:42:38.696000,"58,90",8232,2019-07-01 10:42:38.696000
15309,2019-07-01 10:43:25.841000,"679,90",17361,2019-07-01 10:43:25.841000
15310,2019-07-01 10:44:19.957000,"109,90",11969,2019-07-01 10:44:19.957000
15311,2019-07-01 10:47:23.592000,"1.001,34",8684,2019-07-01 10:47:23.592000
15312,2019-07-01 10:51:08.815000,"519,90",8328,2019-07-01 10:51:08.815000
15313,2019-07-01 10:51:38.467000,"739,00",13139,2019-07-01 10:51:38.467000
15314,2019-07-01 10:52:06.194000,"359,91",17364,2019-07-01 10:52:06.194000
15315,2019-07-01 10:52:21.057000,"289,90",17171,2019-07-01 10:52:21.057000
15316,2019-07-01 10:54:15.239000,"369,90",7979,2019-07-01 10:54:15.239000
15317,2019-07-01 10:54:48.330000,"1.329,00",10780,2019-07-01 10:54:48.330000
15318,2019-07-01 10:55:02.146000,"4.087,00",13038,2019-07-01 10:55:02.146000
15319,2019-07-01 10:55:10.316000,"649,90",12682,2019-07-01 10:55:10.316000
15320,2019-07-01 10:55:32.380000,"509,90",17293,2019-07-01 10:55:32.380000
15321,2019-07-01 10:56:09.500000,"588,91",7983,2019-07-01 10:56:09.500000
15322,2019-07-01 10:58:05.057000,"719,10",12042,2019-07-01 10:58:05.057000
15323,2019-07-01 10:59:46.669000,"1.329,00",10780,2019-07-01 10:59:46.669000
15324,2019-07-01 11:00:04.760000,"5.138,00",12704,2019-07-01 11:00:04.760000
15325,2019-07-01 11:00:23.753000,"3.899,90",11315,2019-07-01 11:00:23.753000
15326,2019-07-01 11:02:17.956000,"559,00",11244,2019-07-01 11:02:17.956000
15327,2019-07-01 11:02:50.742000,"269,91",16963,2019-07-01 11:02:50.742000
15328,2019-07-01 11:03:09.928000,"369,90",7979,2019-07-01 11:03:09.928000
15329,2019-07-01 11:04:59.067000,"1.124,91",10314,2019-07-01 11:04:59.067000
15330,2019-07-01 11:05:32.381000,"599,00",11531,2019-07-01 11:05:32.381000
15331,2019-07-01 11:05:39.853000,"1.234,05",12101,2019-07-01 11:05:39.853000
15332,2019-07-01 11:06:29.162000,"409,00",7837,2019-07-01 11:06:29.162000
15333,2019-07-01 11:06:46.507000,"269,91",16963,2019-07-01 11:06:46.507000
15334,2019-07-01 11:08:37.750000,"1.149,00",11209,2019-07-01 11:08:37.750000
15335,2019-07-01 11:11:52.539000,"359,10",12069,2019-07-01 11:11:52.539000
15336,2019-07-01 11:12:12.617000,"719,10",12042,2019-07-01 11:12:12.617000
15337,2019-07-01 11:12:40.145000,"219,00",7827,2019-07-01 11:12:40.145000
15338,2019-07-01 11:17:18.019000,"664,05",13166,2019-07-01 11:17:18.019000
15339,2019-07-01 11:17:33.479000,"409,00",7837,2019-07-01 11:17:33.479000
15340,2019-07-01 11:18:51.548000,"647,91",12099,2019-07-01 11:18:51.548000
15341,2019-07-01 11:19:07.118000,"1.799,91",12580,2019-07-01 11:19:07.118000
15342,2019-07-01 11:19:40.582000,"46,35",9435,2019-07-01 11:19:40.582000
15343,2019-07-01 11:22:52.627000,"89,90",11660,2019-07-01 11:22:52.627000
15344,2019-07-01 11:23:41.766000,"566,91",17381,2019-07-01 11:23:41.766000
15345,2019-07-01 11:24:17.086000,"113,91",9654,2019-07-01 11:24:17.086000
15346,2019-07-01 11:24:53.575000,"647,91",12099,2019-07-01 11:24:53.575000
15347,2019-07-01 11:26:34.435000,"2.699,10",12129,2019-07-01 11:26:34.435000
15348,2019-07-01 11:26:56.843000,"269,10",12739,2019-07-01 11:26:56.843000
15349,2019-07-01 11:28:30.091000,"719,10",12042,2019-07-01 11:28:30.091000
15350,2019-07-01 11:29:28.593000,"2.609,10",12040,2019-07-01 11:29:28.593000
15351,2019-07-01 11:30:17.311000,"589,90",12132,2019-07-01 11:30:17.311000
15352,2019-07-01 11:30:22.677000,"539,90",12136,2019-07-01 11:30:22.677000
15353,2019-07-01 11:31:06.529000,"2.924,10",12373,2019-07-01 11:31:06.529000
15354,2019-07-01 11:32:09.697000,"1.001,34",8684,2019-07-01 11:32:09.697000
15355,2019-07-01 11:32:57.494000,"281,47",9936,2019-07-01 11:32:57.494000
15356,2019-07-01 11:33:40.653000,"2.249,10",12047,2019-07-01 11:33:40.653000
15357,2019-07-01 11:34:39.231000,"1.234,05",12101,2019-07-01 11:34:39.231000
15358,2019-07-01 11:34:52.955000,"36,90",18283,2019-07-01 11:34:52.955000
15359,2019-07-01 11:35:18.932000,"897,13",8643,2019-07-01 11:35:18.932000
15360,2019-07-01 11:36:01.722000,"346,07",17309,2019-07-01 11:36:01.722000
15361,2019-07-01 11:36:07.591000,"294,90",13648,2019-07-01 11:36:07.591000
15362,2019-07-01 11:36:54.257000,"589,90",10810,2019-07-01 11:36:54.257000
15363,2019-07-01 11:37:00.859000,"539,90",12136,2019-07-01 11:37:00.859000
15364,2019-07-01 11:37:45.920000,"269,91",16963,2019-07-01 11:37:45.920000
15365,2019-07-01 11:39:09.086000,"3.299,00",12744,2019-07-01 11:39:09.086000
15366,2019-07-01 11:39:12.047000,"227,91",7959,2019-07-01 11:39:12.047000
15367,2019-07-01 11:39:47.379000,"2.609,10",12040,2019-07-01 11:39:47.379000
15368,2019-07-01 11:43:07.983000,"2.249,10",12047,2019-07-01 11:43:07.983000
15369,2019-07-01 11:43:18.711000,"1.115,91",10292,2019-07-01 11:43:18.711000
15370,2019-07-01 11:44:57.938000,"897,13",8629,2019-07-01 11:44:57.938000
15371,2019-07-01 11:45:09.166000,"1.689,00",6969,2019-07-01 11:45:09.166000
15372,2019-07-01 11:45:57,"260,91",12057,2019-07-01 11:45:57
15373,2019-07-01 11:46:21.999000,"323,91",17360,2019-07-01 11:46:21.999000
15374,2019-07-01 11:48:05.075000,"636,41",11995,2019-07-01 11:48:05.075000
15375,2019-07-01 11:48:23.291000,"159,51",9973,2019-07-01 11:48:23.291000
15376,2019-07-01 11:48:51.044000,"409,00",6807,2019-07-01 11:48:51.044000
15377,2019-07-01 11:49:03.076000,"1.349,90",12066,2019-07-01 11:49:03.076000
15378,2019-07-01 11:49:05.846000,"180,41",11830,2019-07-01 11:49:05.846000
15379,2019-07-01 11:49:30.233000,"1.169,91",12637,2019-07-01 11:49:30.233000
15380,2019-07-01 11:50:37.952000,"219,00",7827,2019-07-01 11:50:37.952000
15381,2019-07-01 11:50:41.130000,"1.169,91",12637,2019-07-01 11:50:41.130000
15382,2019-07-01 11:51:39.298000,"4.599,00",13858,2019-07-01 11:51:39.298000
15383,2019-07-01 11:51:51.333000,"145,00",7841,2019-07-01 11:51:51.333000
15384,2019-07-01 11:51:57.188000,"1.394,91",12761,2019-07-01 11:51:57.188000
15385,2019-07-01 11:52:37.306000,"1.241,91",12708,2019-07-01 11:52:37.306000
15386,2019-07-01 11:53:18.159000,"566,91",17381,2019-07-01 11:53:18.159000
15387,2019-07-01 11:53:31.412000,"1.592,11",13187,2019-07-01 11:53:31.412000
15388,2019-07-01 11:53:43.524000,"664,91",10227,2019-07-01 11:53:43.524000
15389,2019-07-01 11:53:53.462000,"199,99",17215,2019-07-01 11:53:53.462000
15390,2019-07-01 11:53:55.166000,"655,26",12720,2019-07-01 11:53:55.166000
15391,2019-07-01 11:53:56.532000,"674,36",6905,2019-07-01 11:53:56.532000
15392,2019-07-01 11:54:56.017000,"8,44",9782,2019-07-01 11:54:56.017000
15393,2019-07-01 11:56:02.842000,"176,70",18499,2019-07-01 11:56:02.842000
15394,2019-07-01 11:56:45.353000,"113,91",9654,2019-07-01 11:56:45.353000
15395,2019-07-01 11:57:04.178000,"3.899,90",11315,2019-07-01 11:57:04.178000
15396,2019-07-01 11:57:16.644000,"2.249,10",12047,2019-07-01 11:57:16.644000
15397,2019-07-01 11:57:25.801000,"897,13",8643,2019-07-01 11:57:25.801000
15398,2019-07-01 11:57:57.485000,"664,91",10123,2019-07-01 11:57:57.485000
15399,2019-07-01 11:58:23.452000,"259,90",16922,2019-07-01 11:58:23.452000
15400,2019-07-01 11:58:30.971000,"2.609,10",12130,2019-07-01 11:58:30.987000
15401,2019-07-01 11:58:50.961000,"260,91",12057,2019-07-01 11:58:50.961000
15402,2019-07-01 11:59:02.694000,"2.899,90",13064,2019-07-01 11:59:02.694000
15403,2019-07-01 12:00:04.609000,"323,91",17371,2019-07-01 12:00:04.609000
15404,2019-07-01 12:00:05.649000,"61,31",12677,2019-07-01 12:00:05.649000
15405,2019-07-01 12:01:21.400000,"269,91",12113,2019-07-01 12:01:21.400000
15406,2019-07-01 12:01:32.738000,"2.199,00",12763,2019-07-01 12:01:32.738000
15407,2019-07-01 12:02:09.704000,"199,99",17215,2019-07-01 12:02:09.704000
15408,2019-07-01 12:02:34.779000,"1.124,91",12114,2019-07-01 12:02:34.779000
